priority_rank,ID,risk_score,delay_severity,priority_score
1177,2427,0.6086031,2,1.2172062397003174
1178,14820,0.6084823,2,1.216964602470398
1179,7625,0.60767674,2,1.2153534889221191
1180,1537,0.6076033,2,1.2152066230773926
1181,6396,0.6075209,2,1.2150417566299438
1182,16768,0.607341,2,1.2146819829940796
1183,8534,0.607085,2,1.214169979095459
1184,21341,0.6069513,2,1.2139025926589966
1185,586,0.60652846,2,1.2130569219589233
1186,76,0.6060768,2,1.2121535539627075
1187,3298,0.6056558,2,1.2113115787506104
1188,13210,0.605584,2,1.2111680507659912
1189,6515,0.6052958,2,1.2105915546417236
1190,7799,0.6046018,2,1.2092036008834839
1191,19057,0.6045967,2,1.2091933488845825
1192,1390,0.60442525,2,1.2088505029678345
1193,18180,0.60440195,2,1.2088038921356201
1194,17376,0.6042462,2,1.208492398262024
1195,29187,0.604133,2,1.208266019821167
1196,2092,0.6040423,2,1.2080845832824707
1197,7061,0.60403466,2,1.2080693244934082
1198,27091,0.60353756,2,1.2070751190185547
1199,4415,0.6033221,2,1.2066441774368286
1200,6745,0.60322565,2,1.2064512968063354
1201,23038,0.6031927,2,1.2063853740692139
1202,13814,0.6031324,2,1.206264853477478
1203,16363,0.6029356,2,1.2058712244033813
1204,10715,0.6026588,2,1.2053176164627075
1205,27144,0.602216,2,1.2044320106506348
1206,2289,0.6019498,2,1.203899621963501
1207,21417,0.6017445,2,1.2034889459609985
1208,24022,0.6012706,2,1.2025412321090698
1209,17599,0.6006684,2,1.2013367414474487
1210,22258,0.59993404,2,1.199868083000183
1211,7923,0.59957737,2,1.1991547346115112
1212,24317,0.5992065,2,1.1984130144119263
1213,20958,0.598841,2,1.1976820230484009
1214,23470,0.598785,2,1.1975699663162231
1215,26295,0.5986021,2,1.1972042322158813
1216,23953,0.5984348,2,1.1968696117401123
1217,24177,0.598076,2,1.1961519718170166
1218,7618,0.59805936,2,1.196118712425232
1219,25310,0.5975612,2,1.1951223611831665
1220,5581,0.5967812,2,1.193562388420105
1221,11892,0.59637135,2,1.1927427053451538
1222,15352,0.5959918,2,1.1919835805892944
1223,6672,0.59574056,2,1.191481113433838
1224,23491,0.5957261,2,1.191452145576477
1225,29449,0.5957088,2,1.1914175748825073
1226,2222,0.5956576,2,1.1913151741027832
1227,29246,0.59557724,2,1.1911544799804688
1228,2909,0.5950676,2,1.1901352405548096
1229,24199,0.59280884,2,1.1856176853179932
1230,11893,0.59280753,2,1.185615062713623
1231,6680,0.5927988,2,1.1855976581573486
1232,12091,0.5917877,2,1.1835753917694092
1233,26161,0.5914347,2,1.1828694343566895
1234,4612,0.5906607,2,1.181321382522583
1235,17385,0.59062815,2,1.1812562942504883
1236,26660,0.5904855,2,1.1809710264205933
1237,26918,0.5904285,2,1.1808569431304932
1238,8601,0.58924747,2,1.178494930267334
1239,6909,0.5888168,2,1.1776336431503296
1240,18509,0.5886677,2,1.1773353815078735
1241,28074,0.5886621,2,1.1773241758346558
1242,29929,0.587849,2,1.1756980419158936
1243,8731,0.5873404,2,1.1746808290481567
1244,8497,0.5862701,2,1.1725401878356934
1245,21813,0.5856571,2,1.1713142395019531
1246,1061,0.5847731,2,1.1695462465286255
1247,2582,0.58423287,2,1.1684657335281372
1248,26464,0.58422714,2,1.1684542894363403
1249,13273,0.58417964,2,1.1683592796325684
1250,27864,0.5835417,2,1.1670833826065063
1251,20205,0.58289057,2,1.1657811403274536
1252,25378,0.582833,2,1.1656659841537476
1253,23342,0.5823944,2,1.164788842201233
1254,3226,0.58197176,2,1.1639435291290283
1255,17893,0.58078504,2,1.1615700721740723
1256,27340,0.5807568,2,1.1615135669708252
1257,14049,0.58015406,2,1.1603081226348877
1258,8119,0.57993156,2,1.1598631143569946
1259,6969,0.57986623,2,1.159732460975647
1260,26599,0.5793507,2,1.1587014198303223
1261,27185,0.579179,2,1.1583579778671265
1262,6864,0.5790203,2,1.1580406427383423
1263,2295,0.57876754,2,1.1575350761413574
1264,28658,0.5778099,2,1.155619740486145
1265,13620,0.5771847,2,1.1543693542480469
1266,18463,0.5768742,2,1.1537483930587769
1267,17576,0.5765069,2,1.153013825416565
1268,13179,0.57624555,2,1.1524910926818848
1269,29854,0.57588273,2,1.1517654657363892
1270,10322,0.57549274,2,1.1509854793548584
1271,3833,0.5754391,2,1.1508781909942627
1272,29130,0.5754352,2,1.150870442390442
1273,9446,0.5752379,2,1.1504757404327393
1274,14321,0.575126,2,1.1502519845962524
1275,18189,0.5748472,2,1.1496944427490234
1276,24218,0.5747885,2,1.149577021598816
1277,24891,0.5747183,2,1.149436593055725
1278,12598,0.5746085,2,1.1492170095443726
1279,10405,0.57433677,2,1.1486735343933105
1280,14946,0.57357633,2,1.1471526622772217
1281,1921,0.5734501,2,1.1469001770019531
1282,21047,0.5733877,2,1.1467753648757935
1283,21737,0.57171535,2,1.1434307098388672
1284,15691,0.5707498,2,1.141499638557434
1285,11287,0.5701931,2,1.1403862237930298
1286,5602,0.56990623,2,1.1398124694824219
1287,28951,0.56983364,2,1.139667272567749
1288,11711,0.56966496,2,1.1393299102783203
1289,7567,0.5695188,2,1.1390376091003418
1290,13714,0.5686463,2,1.1372926235198975
1291,10467,0.567922,2,1.1358439922332764
1292,10611,0.56788695,2,1.1357738971710205
1293,5413,0.5668404,2,1.133680820465088
1294,68,0.56627786,2,1.1325557231903076
1295,22017,0.56617796,2,1.1323559284210205
1296,294,0.56613255,2,1.1322650909423828
1297,27936,0.565645,2,1.1312899589538574
1298,25060,0.56515455,2,1.1303091049194336
1299,26387,0.5649961,2,1.1299922466278076
1300,18660,0.56468517,2,1.1293703317642212
1301,6375,0.56459975,2,1.129199504852295
1302,10310,0.5645178,2,1.1290355920791626
1303,23667,0.5642519,2,1.1285037994384766
1304,11697,0.5636947,2,1.1273894309997559
1305,4057,0.56322485,2,1.126449704170227
1306,2734,0.56319,2,1.1263799667358398
1307,2924,0.56311727,2,1.126234531402588
1308,28527,0.56191504,2,1.1238300800323486
1309,5050,0.56162196,2,1.1232439279556274
1310,17879,0.56116164,2,1.1223232746124268
1311,14232,0.5610918,2,1.1221835613250732
1312,10609,0.5607565,2,1.12151300907135
1313,3403,0.56068534,2,1.1213706731796265
1314,14031,0.5604773,2,1.1209546327590942
1315,2276,0.5584539,2,1.1169078350067139
1316,23206,0.55807877,2,1.1161575317382812
1317,17045,0.55806243,2,1.1161248683929443
1318,2334,0.55787826,2,1.1157565116882324
1319,28690,0.55786264,2,1.1157252788543701
1320,23657,0.55762726,2,1.115254521369934
1321,3032,0.55752814,2,1.1150562763214111
1322,1376,0.557249,2,1.1144980192184448
1323,8185,0.55619043,2,1.112380862236023
1324,23971,0.55596906,2,1.1119381189346313
1325,20111,0.5553931,2,1.1107861995697021
1326,12882,0.5553389,2,1.1106778383255005
1327,14205,0.5549835,2,1.1099669933319092
1328,12072,0.5548137,2,1.109627366065979
1329,9719,0.5547338,2,1.109467625617981
1330,28800,0.5545698,2,1.1091395616531372
1331,3694,0.55424625,2,1.1084924936294556
1332,9326,0.5541702,2,1.1083403825759888
1333,442,0.55384374,2,1.1076874732971191
1334,14642,0.5537824,2,1.1075648069381714
1335,6003,0.55309963,2,1.1061992645263672
1336,12696,0.55300266,2,1.106005311012268
1337,21559,0.55256534,2,1.105130672454834
1338,12468,0.55204856,2,1.1040971279144287
1339,2863,0.55196905,2,1.103938102722168
1340,6762,0.5517134,2,1.1034268140792847
1341,7946,0.5508394,2,1.1016788482666016
1342,25011,0.5502563,2,1.1005126237869263
1343,10170,0.54931325,2,1.0986264944076538
1344,18291,0.54921514,2,1.0984302759170532
1345,18782,0.549214,2,1.0984280109405518
1346,4652,0.54917055,2,1.0983411073684692
1347,18089,0.54903746,2,1.0980749130249023
1348,12854,0.54884607,2,1.0976921319961548
1349,5131,0.548619,2,1.0972379446029663
1350,4921,0.5477924,2,1.095584750175476
1351,27605,0.5476686,2,1.095337152481079
1352,15212,0.5476002,2,1.0952004194259644
1353,13012,0.54727054,2,1.094541072845459
1354,16354,0.54719615,2,1.0943922996520996
1355,5023,0.5466534,2,1.0933067798614502
1356,21677,0.546562,2,1.0931240320205688
1357,14345,0.5462576,2,1.092515230178833
1358,20849,0.54544544,2,1.090890884399414
1359,28041,0.5454393,2,1.0908786058425903
1360,24107,0.5452593,2,1.090518593788147
1361,25813,0.54508287,2,1.0901657342910767
1362,8784,0.54476947,2,1.0895389318466187
1363,3116,0.5445629,2,1.0891257524490356
1364,332,0.54454654,2,1.0890930891036987
1365,27365,0.5445026,2,1.0890052318572998
1366,18759,0.5444428,2,1.0888855457305908
1367,25257,0.5444257,2,1.0888514518737793
1368,13011,0.54402506,2,1.088050127029419
1369,12819,0.5437992,2,1.087598443031311
1370,18337,0.5433445,2,1.0866889953613281
1371,10240,0.5432254,2,1.0864508152008057
1372,27324,0.5423337,2,1.084667444229126
1373,1816,0.5422625,2,1.0845249891281128
1374,19758,0.54213727,2,1.0842745304107666
1375,5698,0.5417564,2,1.083512783050537
1376,17424,0.541561,2,1.0831220149993896
1377,6595,0.54074484,2,1.0814896821975708
1378,1278,0.54037505,2,1.0807501077651978
1379,17012,0.5403338,2,1.0806676149368286
1380,22530,0.5394431,2,1.0788861513137817
1381,25731,0.539292,2,1.0785839557647705
1382,10624,0.53907204,2,1.0781440734863281
1383,775,0.53905034,2,1.0781006813049316
1384,6244,0.5389231,2,1.0778461694717407
1385,23109,0.5386828,2,1.0773656368255615
1386,18224,0.53844345,2,1.0768868923187256
1387,6565,0.538148,2,1.0762959718704224
1388,8474,0.5378664,2,1.0757328271865845
1389,5037,0.53758615,2,1.0751723051071167
1390,12970,0.53705245,2,1.074104905128479
1391,11934,0.53705245,2,1.074104905128479
1392,18428,0.5369548,2,1.0739096403121948
1393,11649,0.53649265,2,1.072985291481018
1394,16322,0.53615505,2,1.0723100900650024
1395,16689,0.5361372,2,1.0722744464874268
1396,18281,0.5360684,2,1.0721367597579956
1397,478,0.5346186,2,1.069237232208252
1398,12001,0.53409296,2,1.0681859254837036
1399,12629,0.5335045,2,1.0670089721679688
1400,16034,0.5333438,2,1.0666875839233398
1401,18215,0.53193724,2,1.0638744831085205
1402,19002,0.5314825,2,1.0629650354385376
1403,23992,0.5307971,2,1.0615942478179932
1404,1400,0.5306439,2,1.061287760734558
1405,22586,0.53023946,2,1.060478925704956
1406,29288,0.52982,2,1.0596400499343872
1407,28911,0.5291362,2,1.058272361755371
1408,7044,0.52834797,2,1.0566959381103516
1409,17104,0.5282897,2,1.056579351425171
1410,27470,0.52796054,2,1.0559210777282715
1411,21916,0.5279501,2,1.0559002161026
1412,22090,0.52794796,2,1.0558959245681763
1413,4122,0.52782995,2,1.0556598901748657
1414,3358,0.52669734,2,1.0533946752548218
1415,9140,0.526572,2,1.0531439781188965
1416,14274,0.52576196,2,1.0515239238739014
1417,10120,0.525417,2,1.0508339405059814
1418,26419,0.52406996,2,1.0481399297714233
1419,24412,0.5238937,2,1.0477874279022217
1420,19190,0.5234568,2,1.0469136238098145
1421,16607,0.52341455,2,1.046829104423523
1422,8025,0.5232296,2,1.0464591979980469
1423,23052,0.52225465,2,1.0445092916488647
1424,15884,0.5216712,2,1.0433423519134521
1425,16078,0.5207232,2,1.0414464473724365
1426,3669,0.5205879,2,1.0411758422851562
1427,26355,0.52052164,2,1.0410432815551758
1428,17166,0.52008134,2,1.0401626825332642
1429,645,0.5195507,2,1.0391013622283936
1430,4262,0.5190684,2,1.0381368398666382
1431,27838,0.51882863,2,1.0376572608947754
1432,23914,0.5178233,2,1.0356465578079224
1433,26740,0.51763,2,1.0352599620819092
1434,20563,0.5174207,2,1.0348414182662964
1435,23189,0.5170909,2,1.034181833267212
1436,7005,0.51667374,2,1.033347487449646
1437,25900,0.51590526,2,1.0318105220794678
1438,4656,0.51589227,2,1.0317845344543457
1439,3357,0.51477325,2,1.0295464992523193
1440,8447,0.5144985,2,1.0289969444274902
1441,10615,0.51413196,2,1.0282639265060425
1442,20114,0.5129753,2,1.02595055103302
1443,26440,0.5129104,2,1.0258208513259888
1444,19448,0.5125751,2,1.025150179862976
1445,29799,0.5107019,2,1.0214037895202637
1446,4575,0.5100067,2,1.020013451576233
1447,4833,0.50847536,2,1.0169507265090942
1448,26330,0.508395,2,1.0167900323867798
1449,5762,0.50686806,2,1.0137361288070679
1450,27606,0.50628746,2,1.0125749111175537
1451,12255,0.5056654,2,1.0113308429718018
1452,8274,0.5048404,2,1.0096807479858398
1453,22937,0.5036537,2,1.0073074102401733
1454,20938,0.5023654,2,1.0047308206558228
1455,12852,0.5015036,2,1.003007173538208
1456,12583,0.50101924,2,1.0020384788513184
1457,21375,0.50083095,2,1.0016618967056274
1458,21386,0.50009197,2,1.0001839399337769
1459,5730,0.49997962,2,0.9999592304229736
1460,18460,0.49955556,2,0.9991111159324646
1461,21588,0.49926057,2,0.9985211491584778
1462,14822,0.49916098,2,0.9983219504356384
1463,13861,0.49914268,2,0.9982853531837463
1464,9036,0.49877194,2,0.9975438714027405
1465,21429,0.49863842,2,0.9972768425941467
1466,21776,0.4985954,2,0.9971907734870911
1467,21953,0.49811634,2,0.9962326884269714
1468,11450,0.49767312,2,0.9953462481498718
1469,4787,0.49751633,2,0.9950326681137085
1470,27444,0.497069,2,0.9941380023956299
1471,24070,0.49706805,2,0.9941360950469971
1472,6404,0.4970376,2,0.9940751791000366
1473,21895,0.49695155,2,0.9939031004905701
1474,14962,0.49683002,2,0.993660032749176
1475,17243,0.49660242,2,0.9932048320770264
1476,19401,0.4961633,2,0.9923266172409058
1477,9889,0.49552202,2,0.9910440444946289
1478,18415,0.494735,2,0.9894700050354004
1479,17103,0.4944075,2,0.9888150095939636
1480,13269,0.4936494,2,0.9872987866401672
1481,10606,0.49331433,2,0.9866286516189575
1482,13510,0.4931557,2,0.9863113760948181
1483,23884,0.4930852,2,0.9861704111099243
1484,1050,0.49215546,2,0.9843109250068665
1485,26571,0.49199829,2,0.983996570110321
1486,667,0.49178344,2,0.9835668802261353
1487,13361,0.49158967,2,0.9831793308258057
1488,26073,0.4910671,2,0.982134222984314
1489,28383,0.48899093,2,0.9779818654060364
1490,7653,0.48875087,2,0.9775017499923706
1491,7285,0.48835588,2,0.9767117500305176
1492,13278,0.48809224,2,0.9761844873428345
1493,2713,0.48772836,2,0.975456714630127
1494,27911,0.48760992,2,0.9752198457717896
1495,10511,0.4873912,2,0.974782407283783
1496,24236,0.48668802,2,0.9733760356903076
1497,23863,0.4862879,2,0.9725757837295532
1498,7209,0.48626307,2,0.9725261330604553
1499,21985,0.4858202,2,0.971640408039093
1500,8823,0.4857185,2,0.9714369773864746
1501,29964,0.48557562,2,0.9711512327194214
1502,18862,0.48551884,2,0.9710376858711243
1503,21912,0.48543477,2,0.9708695411682129
1504,21325,0.48539832,2,0.9707966446876526
1505,2454,0.48450068,2,0.9690013527870178
1506,13750,0.48343953,2,0.9668790698051453
1507,9201,0.48332688,2,0.9666537642478943
1508,17459,0.48322183,2,0.966443657875061
1509,15667,0.4827479,2,0.9654958248138428
1510,9136,0.4827285,2,0.965457022190094
1511,8791,0.48266324,2,0.9653264880180359
1512,13390,0.4826289,2,0.9652578234672546
1513,13236,0.48221564,2,0.9644312858581543
1514,15751,0.4821376,2,0.9642751812934875
1515,17867,0.48190272,2,0.9638054370880127
1516,11821,0.48179904,2,0.9635980725288391
1517,5312,0.4817051,2,0.9634101986885071
1518,29077,0.48098472,2,0.9619694352149963
1519,19845,0.47991917,2,0.959838330745697
1520,20079,0.4797364,2,0.9594727754592896
1521,27186,0.47968158,2,0.9593631625175476
1522,14424,0.4791151,2,0.958230197429657
1523,5108,0.47799566,2,0.9559913277626038
1524,13415,0.47780913,2,0.9556182622909546
1525,17217,0.4777215,2,0.9554430246353149
1526,25115,0.47745836,2,0.9549167156219482
1527,8888,0.4772967,2,0.9545934200286865
1528,26662,0.4771305,2,0.9542610049247742
1529,8397,0.47695976,2,0.953919529914856
1530,8775,0.4768353,2,0.9536706209182739
1531,3696,0.4764735,2,0.9529470205307007
1532,9316,0.4761704,2,0.9523407816886902
1533,18998,0.47549686,2,0.9509937167167664
1534,6718,0.4754642,2,0.9509283900260925
1535,2220,0.4746145,2,0.9492290019989014
1536,19957,0.47420275,2,0.9484055042266846
1537,17708,0.47387996,2,0.9477599263191223
1538,17206,0.47190225,2,0.9438045024871826
1539,18328,0.47174218,2,0.943484365940094
1540,3722,0.4697955,2,0.9395909905433655
1541,16273,0.46957585,2,0.9391517043113708
1542,7526,0.46870315,2,0.9374063014984131
1543,19574,0.46779227,2,0.935584545135498
1544,27239,0.46688876,2,0.9337775111198425
1545,10635,0.4666423,2,0.93328458070755
1546,2728,0.46557152,2,0.931143045425415
1547,11330,0.46537253,2,0.9307450652122498
1548,5428,0.46514577,2,0.9302915334701538
1549,16993,0.46485695,2,0.9297139048576355
1550,6490,0.464554,2,0.9291080236434937
1551,19932,0.4641258,2,0.9282516241073608
1552,7473,0.46397927,2,0.9279585480690002
1553,785,0.46330225,2,0.9266045093536377
1554,19305,0.4627134,2,0.9254267811775208
1555,4517,0.46214223,2,0.9242844581604004
1556,23015,0.46076894,2,0.9215378761291504
1557,15460,0.45901734,2,0.9180346727371216
1558,3338,0.4588419,2,0.9176837801933289
1559,28242,0.4581425,2,0.91628497838974
1560,6498,0.45776492,2,0.9155298471450806
1561,25746,0.45682907,2,0.9136581420898438
1562,7375,0.45654285,2,0.9130856990814209
1563,13267,0.45549315,2,0.9109863042831421
1564,20861,0.45529953,2,0.9105990529060364
1565,28453,0.45517832,2,0.9103566408157349
1566,8836,0.45405018,2,0.9081003665924072
1567,24458,0.45322484,2,0.9064496755599976
1568,17075,0.45307046,2,0.906140923500061
1569,18839,0.4530671,2,0.9061341881752014
1570,11080,0.45293882,2,0.9058776497840881
1571,1615,0.45293793,2,0.9058758616447449
1572,2677,0.45288897,2,0.9057779312133789
1573,21031,0.45181224,2,0.9036244750022888
1574,13014,0.4516591,2,0.9033182263374329
1575,4134,0.45147133,2,0.9029426574707031
1576,1627,0.45123935,2,0.9024786949157715
1577,25748,0.4511761,2,0.9023522138595581
1578,17454,0.44847336,2,0.8969467282295227
1579,3025,0.4466646,2,0.8933292031288147
1580,5685,0.44525027,2,0.890500545501709
1581,24750,0.4452279,2,0.8904557824134827
1582,23143,0.44506177,2,0.8901235461235046
1583,2562,0.4450289,2,0.8900578022003174
1584,26856,0.44470668,2,0.8894133567810059
1585,15049,0.44438258,2,0.8887651562690735
1586,3803,0.44336563,2,0.8867312669754028
1587,14141,0.44190097,2,0.8838019371032715
1588,17418,0.44187155,2,0.8837431073188782
1589,25656,0.44174775,2,0.8834955096244812
1590,25788,0.4414237,2,0.8828474283218384
1591,27032,0.4391287,2,0.8782573938369751
1592,8183,0.4385106,2,0.8770211935043335
1593,23867,0.43826273,2,0.8765254616737366
1594,16895,0.4361638,2,0.8723276257514954
1595,15898,0.43613353,2,0.8722670674324036
1596,15308,0.4358896,2,0.871779203414917
1597,12373,0.4354726,2,0.8709452152252197
1598,24521,0.43522128,2,0.8704425692558289
1599,2479,0.43472058,2,0.8694411516189575
1600,3362,0.43446875,2,0.8689374923706055
1601,12322,0.4334115,2,0.8668230175971985
1602,84,0.43322685,2,0.8664537072181702
1603,10898,0.43240505,2,0.8648101091384888
1604,7194,0.43049878,2,0.8609975576400757
1605,24888,0.43041417,2,0.8608283400535583
1606,14948,0.429983,2,0.859965980052948
1607,1610,0.4296762,2,0.8593524098396301
1608,11981,0.4271258,2,0.8542516231536865
1609,14006,0.42660275,2,0.8532055020332336
1610,2566,0.42616993,2,0.8523398637771606
1611,27275,0.42605227,2,0.8521045446395874
1612,28788,0.42552882,2,0.8510576486587524
1613,14451,0.42485434,2,0.8497086763381958
1614,6026,0.4235887,2,0.8471773862838745
1615,25480,0.41844317,2,0.8368863463401794
1616,25673,0.41774455,2,0.8354890942573547
1617,4303,0.41687584,2,0.8337516784667969
1618,17849,0.4165525,2,0.8331050276756287
1619,18761,0.41652277,2,0.8330455422401428
1620,18118,0.41609043,2,0.8321808576583862
1621,1540,0.41525114,2,0.8305022716522217
1622,27796,0.41477984,2,0.8295596837997437
1623,13868,0.41466337,2,0.8293267488479614
1624,2096,0.41458926,2,0.829178512096405
1625,6760,0.4137247,2,0.827449381351471
1626,27912,0.41250217,2,0.8250043392181396
1627,28988,0.41148448,2,0.8229689598083496
1628,15576,0.4110043,2,0.8220086097717285
1629,22443,0.41090417,2,0.8218083381652832
1630,14365,0.40960264,2,0.8192052841186523
1631,7202,0.40948987,2,0.8189797401428223
1632,7243,0.40545988,2,0.8109197616577148
1633,25238,0.40396538,2,0.8079307675361633
1634,991,0.4032533,2,0.8065065741539001
1635,3841,0.4026819,2,0.8053637742996216
1636,3072,0.4000914,2,0.8001828193664551
1637,164,0.39932927,2,0.798658549785614
1638,22129,0.39913383,2,0.798267662525177
1639,16113,0.39837304,2,0.7967460751533508
1640,18895,0.39644665,2,0.7928932905197144
1641,22085,0.39363107,2,0.7872621417045593
1642,22156,0.39351153,2,0.7870230674743652
1643,1560,0.39345706,2,0.7869141101837158
1644,3367,0.39239934,2,0.7847986817359924
1645,23563,0.39000934,2,0.78001868724823
1646,9137,0.38882405,2,0.7776480913162231
1647,7796,0.38823575,2,0.7764714956283569
1648,16941,0.3881751,2,0.776350200176239
1649,7024,0.3878096,2,0.7756192088127136
1650,14212,0.38363433,2,0.7672686576843262
1651,14425,0.38362205,2,0.7672441005706787
1652,7887,0.38332096,2,0.7666419148445129
1653,2910,0.3794585,2,0.758916974067688
1654,23708,0.37893084,2,0.7578616738319397
1655,29550,0.3788599,2,0.7577198147773743
1656,11531,0.378853,2,0.7577059864997864
1657,4608,0.3774626,2,0.7549251914024353
1658,249,0.37216944,2,0.744338870048523
1659,9211,0.37190804,2,0.743816077709198
1660,27907,0.3714505,2,0.7429010272026062
1661,19504,0.3693955,2,0.7387909889221191
1662,6471,0.36891332,2,0.7378266453742981
1663,23503,0.36827704,2,0.7365540862083435
1664,21263,0.72982675,1,0.7298267483711243
1665,10058,0.36346608,2,0.726932168006897
1666,1663,0.36252582,2,0.7250516414642334
1667,29247,0.719478,1,0.7194780111312866
1668,2268,0.35471094,2,0.7094218730926514
1669,3871,0.7058638,1,0.7058637738227844
1670,13603,0.3516443,2,0.7032886147499084
1671,103,0.34910193,2,0.6982038617134094
1672,126,0.69778764,1,0.6977876424789429
1673,451,0.6946468,1,0.6946467757225037
1674,6943,0.6922362,1,0.6922361850738525
1675,24984,0.6918273,1,0.6918272972106934
1676,27590,0.69151586,1,0.6915158629417419
1677,7320,0.69150877,1,0.6915087699890137
1678,27282,0.69006175,1,0.6900617480278015
1679,10886,0.6886534,1,0.6886534094810486
1680,391,0.6834025,1,0.6834024786949158
1681,122,0.6834025,1,0.6834024786949158
1682,1094,0.68293846,1,0.6829384565353394
1683,15533,0.68020934,1,0.6802093386650085
1684,17744,0.6769163,1,0.6769163012504578
1685,23697,0.6740777,1,0.6740776896476746
1686,3469,0.6740777,1,0.6740776896476746
1687,6032,0.3367414,2,0.6734827756881714
1688,14697,0.3366776,2,0.673355221748352
1689,8866,0.67126065,1,0.6712606549263
1690,4377,0.6711303,1,0.6711302995681763
1691,6016,0.670657,1,0.6706569790840149
1692,123,0.6693308,1,0.6693307757377625
1693,4437,0.6688561,1,0.6688560843467712
1694,9906,0.6679582,1,0.6679581999778748
1695,6719,0.3336294,2,0.6672587990760803
1696,17391,0.6657274,1,0.6657273769378662
1697,14889,0.6657274,1,0.6657273769378662
1698,8799,0.33269376,2,0.6653875112533569
1699,26376,0.6652914,1,0.665291428565979
1700,25537,0.6642622,1,0.6642621755599976
1701,3164,0.6637839,1,0.6637839078903198
1702,26074,0.6637839,1,0.6637839078903198
1703,15458,0.66339356,1,0.6633935570716858
1704,9107,0.6622815,1,0.6622815132141113
1705,2672,0.66170406,1,0.6617040634155273
1706,481,0.33054674,2,0.6610934734344482
1707,24842,0.32997602,2,0.6599520444869995
1708,24982,0.6598583,1,0.6598582863807678
1709,9222,0.6598583,1,0.6598582863807678
1710,29755,0.6598583,1,0.6598582863807678
1711,29974,0.6593769,1,0.6593769192695618
1712,18019,0.6589315,1,0.6589314937591553
1713,8399,0.6589315,1,0.6589314937591553
1714,13776,0.32937154,2,0.6587430834770203
1715,14643,0.65795493,1,0.6579549312591553
1716,10827,0.6571085,1,0.6571084856987
1717,28364,0.6571085,1,0.6571084856987
1718,3693,0.65408665,1,0.6540866494178772
1719,14953,0.65376794,1,0.6537679433822632
1720,9480,0.65361255,1,0.6536125540733337
1721,23845,0.6535351,1,0.6535351276397705
1722,23783,0.6535351,1,0.6535351276397705
1723,28921,0.6527375,1,0.6527374982833862
1724,14028,0.6526082,1,0.6526082158088684
1725,12661,0.6526082,1,0.6526082158088684
1726,6174,0.6523769,1,0.6523768901824951
1727,28401,0.6523769,1,0.6523768901824951
1728,28580,0.6502253,1,0.6502252817153931
1729,19831,0.3250686,2,0.650137186050415
1730,23237,0.6492164,1,0.6492164134979248
1731,18884,0.64896536,1,0.6489653587341309
1732,10111,0.64815634,1,0.6481563448905945
1733,15353,0.64815634,1,0.6481563448905945
1734,16336,0.64765257,1,0.6476525664329529
1735,141,0.6470878,1,0.647087812423706
1736,11419,0.6457259,1,0.6457259058952332
1737,2726,0.64523536,1,0.6452353596687317
1738,9231,0.64523536,1,0.6452353596687317
1739,10660,0.64523536,1,0.6452353596687317
1740,12952,0.64523536,1,0.6452353596687317
1741,13032,0.64468104,1,0.6446810364723206
1742,25484,0.64468104,1,0.6446810364723206
1743,13746,0.6444854,1,0.6444854140281677
1744,4560,0.32219872,2,0.6443974375724792
1745,25553,0.64242667,1,0.6424266695976257
1746,13879,0.6421346,1,0.6421346068382263
1747,22554,0.64155805,1,0.641558051109314
1748,28229,0.64155805,1,0.641558051109314
1749,11231,0.64155805,1,0.641558051109314
1750,4649,0.64105964,1,0.6410596370697021
1751,16539,0.6397119,1,0.6397119164466858
1752,13400,0.6397119,1,0.6397119164466858
1753,18085,0.6397119,1,0.6397119164466858
1754,17880,0.6397119,1,0.6397119164466858
1755,8277,0.6397119,1,0.6397119164466858
1756,22727,0.6397119,1,0.6397119164466858
1757,7413,0.6397119,1,0.6397119164466858
1758,1351,0.63921773,1,0.639217734336853
1759,6283,0.63921773,1,0.639217734336853
1760,26059,0.63921773,1,0.639217734336853
1761,15816,0.63921773,1,0.639217734336853
1762,27814,0.63921773,1,0.639217734336853
1763,9826,0.3195426,2,0.6390851736068726
1764,12569,0.63811815,1,0.6381181478500366
1765,2622,0.63811815,1,0.6381181478500366
1766,8575,0.6370557,1,0.6370556950569153
1767,27021,0.63620853,1,0.6362085342407227
1768,20890,0.6342357,1,0.634235680103302
1769,22262,0.63414574,1,0.6341457366943359
1770,15213,0.63414574,1,0.6341457366943359
1771,7452,0.6336482,1,0.6336482167243958
1772,9476,0.62491524,1,0.6249152421951294
1773,24566,0.624549,1,0.6245489716529846
1774,7747,0.6238243,1,0.6238242983818054
1775,10045,0.6214296,1,0.6214296221733093
1776,17511,0.6205214,1,0.6205214262008667
1777,2086,0.6203149,1,0.62031489610672
1778,14672,0.6203149,1,0.62031489610672
1779,7727,0.6203149,1,0.62031489610672
1780,19488,0.6203149,1,0.62031489610672
1781,8859,0.6203149,1,0.62031489610672
1782,20084,0.6203149,1,0.62031489610672
1783,598,0.6203149,1,0.62031489610672
1784,5324,0.61980987,1,0.6198098659515381
1785,13196,0.61980987,1,0.6198098659515381
1786,12063,0.61980987,1,0.6198098659515381
1787,7601,0.6165232,1,0.6165232062339783
1788,11853,0.6114725,1,0.611472487449646
1789,295,0.60693395,1,0.6069339513778687
1790,12241,0.30326852,2,0.6065370440483093
1791,11539,0.6025846,1,0.6025846004486084
